         20874020 function calls (19984092 primitive calls) in 221.636 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3625    0.000    0.000    0.000    0.000 IntervalSet.py:93(<genexpr>)
      482    0.000    0.000    0.001    0.000 inspect.py:2873(replace)
     1699    0.000    0.000    0.000    0.000 sre_parse.py:234(__next)
     1219    0.000    0.000    0.001    0.000 _utils.py:676(is_dict)
      614    0.000    0.000    0.001    0.000 tensor_shape.py:936(__getitem__)
      742    0.000    0.000    0.005    0.000 tape.py:177(record_operation)
     1622    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
     1956    0.000    0.000    0.000    0.000 func_graph.py:861(captures)
1106/1026    0.000    0.000    0.013    0.000 trace_type_builder.py:196(<genexpr>)
      110    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 common.py:207(validate_header_arg)
      606    0.000    0.000    0.000    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       12    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
      128    0.000    0.000    0.010    0.000 backend_agg.py:250(_prepare_font)
       99    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        4    0.000    0.000    0.357    0.089 api.py:260(_convert_actual)
        4    0.000    0.000    0.005    0.001 range_op.py:31(__init__)
       19    0.000    0.000    0.008    0.000 axis.py:65(__init__)
       20    0.000    0.000    0.009    0.000 gen_math_ops.py:3973(floor_mod)
       88    0.000    0.000    0.001    0.000 callbacks.py:499(on_predict_batch_begin)
      865    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsCompositeTensor}
      306    0.000    0.000    0.011    0.000 Parser.py:345(consume)
      130    0.000    0.000    0.000    0.000 weakref.py:195(get)
      837    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsTypeSpec}
      293    0.000    0.000    0.000    0.000 context.py:2027(__init__)
     1694    0.000    0.000    0.001    0.000 base.py:131(_get_parent)
    238/2    0.000    0.000    0.086    0.043 artist.py:54(draw_wrapper)
      181    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.platform._pywrap_tf2.is_enabled}
       40    0.000    0.000    0.000    0.000 control_flow_ops.py:468(_ShapeLessThanOrEqual)
      634    0.000    0.000    0.001    0.000 pathlib.py:742(__str__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1719(__init__)
      100    0.000    0.000    0.000    0.000 monomorphic_function.py:212(<listcomp>)
     2171    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.284    0.071 while_v2.py:344(_WhileGrad)
      130    0.000    0.000    0.001    0.000 tz.py:1552(__call__)
      348    0.000    0.000    0.016    0.000 text.py:65(_get_text_metrics_with_cache)
      694    0.000    0.000    0.000    0.000 options.py:33(__init__)
      243    0.000    0.000    0.001    0.000 transforms.py:2498(composite_transform_factory)
     2785    0.000    0.000    0.000    0.000 op_def_library.py:743(_CheckAllInputsUsed)
      526    0.000    0.000    0.003    0.000 omegaconf.py:951(flag_override)
       10    0.000    0.000    0.000    0.000 generic.py:278(__init__)
      605    0.000    0.000    0.000    0.000 typing.py:1522(get_origin)
      403    0.000    0.000    0.002    0.000 util.py:837(json_dumps_safer_history)
       41    0.000    0.000    0.006    0.000 function_spec.py:183(from_function_and_signature)
      128    0.000    0.000    0.000    0.000 rrule.py:1123(rebuild)
      888    0.000    0.000    0.001    0.000 reader.py:114(get_mark)
       21    0.000    0.000    0.010    0.000 polymorphic_function.py:218(__init__)
       10    0.000    0.000    0.010    0.001 utils.py:199(get_netrc_auth)
      299    0.000    0.000    0.001    0.000 ag_ctx.py:76(__exit__)
       32    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
     1690    0.000    0.000    0.000    0.000 tf_logging.py:88(get_logger)
     1485    0.000    0.000    0.000    0.000 base.py:65(<lambda>)
        3    0.000    0.000    0.000    0.000 mailbox.py:439(_release_slot)
      600    0.000    0.000    0.001    0.000 inspect.py:1586(_is_type)
       39    0.000    0.000    0.004    0.000 tensor_util.py:957(constant_value_as_shape)
        1    0.000    0.000    0.006    0.006 readers.py:1848(_make_engine)
     3681    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
      258    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
       28    0.000    0.000    0.000    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     2718    0.000    0.000    0.000    0.000 tensor_shape.py:1394(<genexpr>)
      187    0.000    0.000    0.002    0.000 transforms.py:1833(frozen)
        1    0.000    0.000    0.002    0.002 datetimes.py:456(_array_strptime_with_fallback)
      986    0.000    0.000    0.001    0.000 ops.py:4606(get_name_scope)
   246/12    0.000    0.000    0.011    0.001 composer.py:63(compose_node)
       20    0.000    0.000    0.030    0.002 array_grad.py:83(_ExtractInputShapes)
  776/670    0.000    0.000    0.000    0.000 typing.py:1504(_strip_annotations)
       16    0.000    0.000    0.001    0.000 dates.py:1400(get_locator)
        3    0.000    0.000    1.547    0.516 polymorphic_function.py:725(_initialize)
      101    0.000    0.000    0.000    0.000 utils.py:32(history_dict_to_json)
      605    0.000    0.000    0.000    0.000 typing.py:1545(get_args)
       77    0.000    0.000    0.007    0.000 math_ops.py:938(cast)
      220    0.000    0.000    0.000    0.000 monomorphic_function.py:272(<genexpr>)
        2    0.000    0.000    0.002    0.001 _regression.py:407(mean_squared_error)
      258    0.000    0.000    0.001    0.000 _adapters.py:42(__new__)
       10    0.000    0.000    0.001    0.000 validation.py:96(_assert_all_finite)
      255    0.000    0.000    0.001    0.000 weakref.py:105(__init__)
       23    0.000    0.000    0.002    0.000 _impl.py:76(select_node)
     1731    0.000    0.000    0.000    0.000 resource_variable_ops.py:535(dtype)
        6    0.000    0.000    0.000    0.000 validation.py:1542(<listcomp>)
     1289    0.000    0.000    0.000    0.000 base.py:304(_is_none)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
      283    0.000    0.000    0.016    0.000 LexerATNSimulator.py:94(match)
      614    0.000    0.000    0.007    0.000 ops.py:7410(get_handle_data)
     1048    0.000    0.000    0.001    0.000 op_def_library.py:473(<genexpr>)
       32    0.000    0.000    0.000    0.000 rrule.py:428(__init__)
        7    0.000    0.000    0.000    0.000 base.py:591(_ensure_array)
       30    0.000    0.000    0.000    0.000 getlimits.py:540(smallest_normal)
       10    0.000    0.000    0.000    0.000 internal.py:11(__init__)
       58    0.000    0.000    0.039    0.001 gen_array_ops.py:1240(concat_v2)
      312    0.000    0.000    0.001    0.000 ag_ctx.py:34(control_status_ctx)
      774    0.000    0.000    0.004    0.000 message.py:588(get_content_maintype)
  306/290    0.000    0.000    0.009    0.000 base_layer.py:2273(trainable_variables)
       11    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
    46/22    0.000    0.000    0.008    0.000 offsetbox.py:505(_get_bbox_and_child_offsets)
      515    0.000    0.000    0.001    0.000 lines.py:1291(set_ydata)
        4    0.000    0.000    0.000    0.000 tempfile.py:149(__next__)
      248    0.000    0.000    0.003    0.000 __init__.py:650(format)
        2    0.000    0.000    0.000    0.000 cbook.py:35(_get_running_interactive_framework)
       22    0.000    0.000    0.346    0.016 tracing_compiler.py:185(_get_concrete_function_garbage_collected)
      590    0.000    0.000    0.001    0.000 transforms.py:158(invalidate)
      260    0.000    0.000    0.000    0.000 api.py:651(convert)
     2054    0.000    0.000    0.000    0.000 ATNConfig.py:157(checkNonGreedyDecision)
        3    0.000    0.000    0.000    0.000 tokenize.py:183(untokenize)
      156    0.000    0.000    0.017    0.000 func_graph.py:74(convert_structure_to_signature)
      248    0.000    0.000    0.014    0.000 __init__.py:1071(emit)
      101    0.000    0.000    0.001    0.000 omegaconf.py:1114(_select_one)
      537    0.000    0.000    0.003    0.000 ag_logging.py:134(log)
      619    0.000    0.000    0.001    0.000 basecontainer.py:59(__init__)
      305    0.000    0.000    0.006    0.000 emitter.py:111(emit)
        7    0.000    0.000    0.001    0.000 util.py:114(get_platform_name)
      435    0.000    0.000    0.000    0.000 __init__.py:935(__getitem__)
      934    0.000    0.000    0.000    0.000 structure.py:291(<genexpr>)
     1416    0.000    0.000    0.000    0.000 array_ops.py:1590(<genexpr>)
      108    0.000    0.000    0.001    0.000 function_spec.py:317(arg_names)
      272    0.000    0.000    0.001    0.000 execute.py:180(make_type)
      2/1    0.000    0.000    0.050    0.050 pyplot.py:284(switch_backend)
  406/316    0.000    0.000    0.048    0.000 dictconfig.py:316(__set_impl)
     2450    0.000    0.000    0.000    0.000 _compat.py:181(get_generic_base)
      763    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsStopped}
      102    0.000    0.000    0.002    0.000 list_ops.py:367(_build_element_shape)
      134    0.000    0.000    0.024    0.000 gen_array_ops.py:9356(shape)
       23    0.000    0.000    0.009    0.000 patches.py:155(contains_point)
       36    0.000    0.000    0.003    0.000 function_spec.py:105(to_function_type)
      504    0.000    0.000    0.000    0.000 context.py:993(scope_name)
       33    0.000    0.000    0.019    0.001 templates.py:230(replace)
      772    0.000    0.000    0.029    0.000 distribution_strategy_context.py:233(get_strategy)
       54    0.000    0.000    0.002    0.000 options.py:115(merge_options)
      130    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.generic' objects}
     1446    0.000    0.000    0.000    0.000 transforms.py:1929(get_matrix)
       12    0.000    0.000    0.001    0.000 uuid.py:713(uuid4)
      798    0.000    0.000    0.011    0.000 parser.py:94(check_event)
    49/43    0.000    0.000    0.037    0.001 deprecation.py:542(new_func)
      100    0.000    0.000    0.018    0.000 callbacks.py:426(on_epoch_begin)
       12    0.000    0.000    0.001    0.000 typing.py:1461(<dictcomp>)
      776    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.002    0.002 shutil.py:697(rmtree)
        1    0.000    0.000    0.012    0.012 _base.py:1254(__clear)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
     68/6    0.000    0.000    0.004    0.001 basecontainer.py:217(_to_content)
        2    0.000    0.000    0.000    0.000 scale.py:707(scale_factory)
      316    0.000    0.000    0.001    0.000 ops.py:1773(internal_convert_to_tensor_or_composite)
      425    0.000    0.000    0.016    0.000 BufferedTokenStream.py:83(consume)
      868    0.000    0.000    0.002    0.000 nodes.py:56(validate_and_convert)
        3    0.000    0.000    0.008    0.003 origin_info.py:85(create_source_map)
      306    0.000    0.000    0.000    0.000 Token.py:76(__init__)
        5    0.000    0.000    0.003    0.001 gen_stateless_random_ops_v2.py:155(stateless_random_get_key_counter)
      218    0.000    0.000    0.001    0.000 nodes.py:143(_validate_and_convert_impl)
      619    0.000    0.000    0.000    0.000 base.py:364(__init__)
       24    0.000    0.000    0.000    0.000 layer_utils.py:749(set_arg_value)
      156    0.000    0.000    0.003    0.000 nest.py:1687(flatten_with_tuple_paths)
        6    0.000    0.000    0.004    0.001 inspect.py:809(findsource)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
        3    0.000    0.000    0.001    0.000 mailbox.py:318(_release)
      387    0.000    0.000    0.001    0.000 tensor_util.py:341(_check_not_tensor)
      295    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       19    0.000    0.000    0.011    0.001 axis.py:1555(_get_tick)
      136    0.000    0.000    0.001    0.000 indexed_slices.py:353(internal_convert_n_to_tensor_or_indexed_slices)
       28    0.000    0.000    0.005    0.000 while_v2.py:1369(_copy_handle_data)
      437    0.000    0.000    0.016    0.000 sock_client.py:154(send_server_request)
       10    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
       80    0.000    0.000    0.000    0.000 array_grad.py:775(_IdGrad)
      645    0.000    0.000    0.002    0.000 tokenize.py:98(_compile)
       54    0.000    0.000    0.008    0.000 ast3.py:436(ast_to_gast)
      202    0.000    0.000    0.000    0.000 generic_utils.py:334(_format_time)
     1074    0.000    0.000    0.001    0.000 font_manager.py:1107(_expand_aliases)
       22    0.000    0.000    0.346    0.016 tracing_compiler.py:223(get_concrete_function)
        4    0.000    0.000    0.006    0.001 dataset_ops.py:975(range)
        4    0.000    0.000    0.047    0.012 map_op.py:97(__init__)
       11    0.000    0.000    0.000    0.000 emitter.py:854(write_single_quoted)
        6    0.000    0.000    0.000    0.000 _config.py:211(config_context)
      143    0.000    0.000    0.000    0.000 threading.py:1358(current_thread)
     2936    0.000    0.000    0.000    0.000 scanner.py:264(next_possible_simple_key)
      112    0.000    0.000    0.000    0.000 traceable_stack.py:31(set_filename_and_line_from_caller)
       36    0.000    0.000    0.001    0.000 function_spec.py:97(<dictcomp>)
      520    0.000    0.000    0.000    0.000 api.py:283(autograph_artifact)
      501    0.000    0.000    0.001    0.000 compat.py:65(forward_compatible)
       21    0.000    0.000    0.001    0.000 dates.py:417(date2num)
      124    0.000    0.000    0.005    0.000 listconfig.py:620(_set_value_impl)
    75/34    0.000    0.000    0.173    0.005 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
        3    0.000    0.000    0.002    0.001 concatenate_op.py:29(__init__)
        2    0.000    0.000    0.004    0.002 wandb_settings.py:1568(_apply_settings)
       21    0.000    0.000    0.000    0.000 dates.py:322(_dt64_to_ordinalf)
        1    0.000    0.000    0.001    0.001 readers.py:1685(_clean_options)
